Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2000,2000,t,177.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2001,2001,t,160.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2002,2002,t,200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2003,2003,t,229.67
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2004,2004,t,213.88
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2005,2005,t,242.6
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2006,2006,t,250.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2007,2007,t,280.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2008,2008,t,303.71
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2009,2009,t,306.78
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2010,2010,t,333.1
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2011,2011,t,333.33
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2012,2012,t,333.56
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2013,2013,t,333.79
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2014,2014,t,327.76
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2015,2015,t,323.33
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,t,338.42
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,t,339.09
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1961,1961,t,292000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1962,1962,t,226000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1963,1963,t,279000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1964,1964,t,515000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1965,1965,t,404000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1966,1966,t,345000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1967,1967,t,488000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1968,1968,t,340000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1969,1969,t,475000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1970,1970,t,450000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1971,1971,t,520000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1972,1972,t,400000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1973,1973,t,450000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1974,1974,t,385000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1975,1975,t,430000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1976,1976,t,380000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1977,1977,t,315000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1978,1978,t,510000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1979,1979,t,450000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1980,1980,t,470000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1981,1981,t,260000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1982,1982,t,440000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1983,1983,t,364000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1984,1984,t,388000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1985,1985,t,270000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1986,1986,t,400000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1987,1987,t,340000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1988,1988,t,363000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1989,1989,t,417000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1990,1990,t,431000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1991,1991,t,260000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1992,1992,t,640000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1993,1993,t,597000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1994,1994,t,530000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1995,1995,t,534000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1996,1996,t,637000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1997,1997,t,420000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1998,1998,t,518000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,1999,1999,t,570000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2000,2000,t,461000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2001,2001,t,408000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2002,2002,t,354000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2003,2003,t,359000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2004,2004,t,436000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2005,2005,t,359000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2006,2006,t,365000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2007,2007,t,391000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2008,2008,t,375000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2009,2009,t,407000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2010,2010,t,334000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2011,2011,t,418000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2012,2012,t,281000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2013,2013,t,314000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2014,2014,t,353000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2015,2015,t,336000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2016,2016,t,317000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2017,2017,t,227000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2018,2018,t,269100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2019,2019,t,273000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2020,2020,t,220000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2021,2021,t,245000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,515,Apples,2022,2022,t,236000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,526,Apricots,2018,2018,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,526,Apricots,2019,2019,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,526,Apricots,2020,2020,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,526,Apricots,2021,2021,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,526,Apricots,2022,2022,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1961,1961,t,5623.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1962,1962,t,4345.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1963,1963,t,5456.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1964,1964,t,7027.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1965,1965,t,7207.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1966,1966,t,7679.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1967,1967,t,7051.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1968,1968,t,9939.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1969,1969,t,9375.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1970,1970,t,9454.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1971,1971,t,8663.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1972,1972,t,7400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1973,1973,t,7800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1974,1974,t,7400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1975,1975,t,6200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1976,1976,t,7600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1977,1977,t,6600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1978,1978,t,6900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1979,1979,t,7300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1980,1980,t,7400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1981,1981,t,8300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1982,1982,t,8400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1983,1983,t,9300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1984,1984,t,10200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1985,1985,t,9700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1986,1986,t,11600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1987,1987,t,10300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1988,1988,t,11200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1989,1989,t,11800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1990,1990,t,13800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1991,1991,t,11800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1992,1992,t,16700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1993,1993,t,20000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1994,1994,t,13400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1995,1995,t,14200.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1996,1996,t,14800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1997,1997,t,14600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1998,1998,t,17000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,1999,1999,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2000,2000,t,15000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2001,2001,t,12000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2002,2002,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2003,2003,t,15000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2004,2004,t,15000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2005,2005,t,15000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2006,2006,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2007,2007,t,14500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2008,2008,t,14000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2009,2009,t,14500.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2010,2010,t,14300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2011,2011,t,17000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2012,2012,t,15700.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2013,2013,t,16000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2014,2014,t,15900.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2015,2015,t,17100.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2016,2016,t,18600.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2017,2017,t,20800.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2018,2018,t,19000.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2019,2019,t,18150.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2020,2020,t,17910.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2021,2021,t,17520.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,367,Asparagus,2022,2022,t,15550.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,572,Avocados,2018,2018,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,572,Avocados,2019,2019,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,572,Avocados,2020,2020,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,572,Avocados,2021,2021,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,572,Avocados,2022,2022,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,486,Bananas,2018,2018,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,486,Bananas,2019,2019,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,486,Bananas,2020,2020,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,486,Bananas,2021,2021,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,486,Bananas,2022,2022,t,0.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1961,1961,t,385077.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1962,1962,t,430996.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1963,1963,t,386835.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1964,1964,t,375753.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1965,1965,t,372764.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1966,1966,t,416450.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1967,1967,t,446679.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1968,1968,t,389478.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1969,1969,t,389393.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1970,1970,t,334300.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1971,1971,t,373111.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1972,1972,t,339712.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1973,1973,t,382651.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1974,1974,t,314991.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1975,1975,t,335924.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1976,1976,t,263397.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1977,1977,t,286554.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1978,1978,t,355050.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1979,1979,t,287750.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1980,1980,t,257791.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1981,1981,t,248531.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1982,1982,t,247400.0
QCL,Crops and livestock products,150,Netherlands (Kingdom of the),5510,Production,44,Barley,1983,1983,t,176920.0
